time,x,y,z,gforce
6.725,0.023,-0.013,1.005,1.006
6.726,0.021,-0.011,1.005,1.005
6.732,0.015,-0.007,1.006,1.006
6.733,0.008,-0.001,1.006,1.006
6.746,-0.001,0.004,1.005,1.005
6.763,-0.006,0.006,1.006,1.006
6.764,-0.005,0.006,1.006,1.006
6.776,0.002,0.001,1.005,1.005
6.788,0.008,-0.005,1.006,1.006
6.794,0.018,-0.010,1.003,1.003
6.826,0.023,-0.013,1.004,1.004
6.827,0.023,-0.013,1.007,1.007
6.828,0.019,-0.016,0.978,0.978
6.834,0.025,-0.002,1.039,1.039
6.845,0.022,-0.001,0.995,0.996
6.866,-0.036,-0.000,1.006,1.007
6.868,-0.028,0.019,1.007,1.007
6.877,-0.015,0.024,1.006,1.006
6.884,0.004,0.004,1.005,1.005
6.894,0.021,-0.016,1.003,1.003
6.940,0.040,-0.025,1.005,1.006
6.942,0.046,-0.025,1.004,1.006
6.942,0.037,-0.020,1.007,1.008
6.948,0.018,-0.008,1.004,1.004
6.949,-0.004,0.005,1.004,1.004
6.964,-0.021,0.015,1.003,1.004
6.967,-0.029,0.019,1.005,1.005
6.974,-0.020,0.014,1.004,1.005
6.984,-0.002,0.004,1.005,1.005
7.005,0.021,-0.010,1.005,1.005
7.006,0.036,-0.021,1.006,1.007
7.014,0.045,-0.025,1.006,1.007
7.047,0.036,-0.020,1.006,1.007
7.047,0.019,-0.010,1.005,1.006
7.048,-0.002,0.005,1.004,1.004
7.055,-0.019,0.015,1.004,1.005
7.075,-0.027,0.019,1.005,1.006
7.076,-0.027,0.019,1.005,1.006
7.085,-0.019,0.013,1.003,1.004
7.103,-0.004,0.003,1.003,1.004
7.104,0.020,-0.009,1.005,1.005
7.114,0.035,-0.019,1.007,1.008
7.125,0.040,-0.023,1.006,1.007
7.134,0.034,-0.021,1.005,1.006
7.147,0.019,-0.010,1.003,1.004
7.159,-0.001,0.002,1.002,1.002
7.164,-0.017,0.014,1.004,1.005
7.176,-0.023,0.018,1.005,1.005
7.184,-0.017,0.014,1.003,1.003
7.194,-0.002,0.004,1.004,1.004
7.230,0.015,-0.007,1.006,1.006
7.232,0.034,-0.017,1.006,1.006
7.233,0.040,-0.022,1.007,1.008
7.234,0.035,-0.020,1.007,1.007
7.245,0.021,-0.011,1.006,1.006
7.258,0.002,0.000,1.003,1.003
7.265,-0.014,0.012,1.006,1.006
7.274,-0.021,0.016,1.007,1.007
7.284,-0.016,0.013,1.005,1.005
7.294,-0.002,0.007,1.003,1.003
7.338,0.015,-0.007,1.005,1.005
7.339,0.031,-0.017,1.007,1.008
7.340,0.038,-0.021,1.005,1.006
7.341,0.033,-0.018,1.007,1.007
7.345,0.022,-0.011,1.005,1.005
7.358,0.003,-0.001,1.004,1.004
7.365,-0.011,0.009,1.003,1.003
7.376,-0.018,0.014,1.005,1.006
7.390,-0.015,0.013,1.005,1.005
7.394,-0.004,0.005,1.004,1.004
7.422,0.013,-0.007,1.007,1.007
7.423,0.027,-0.016,1.005,1.006
7.424,0.033,-0.020,1.006,1.007
7.435,0.031,-0.018,1.005,1.006
7.447,0.021,-0.010,1.004,1.005
7.460,0.006,-0.001,1.003,1.003
7.464,-0.010,0.010,1.004,1.004
7.481,-0.018,0.015,1.005,1.005
7.494,-0.015,0.012,1.007,1.007
7.496,-0.004,0.006,1.004,1.004
7.530,0.011,-0.005,1.005,1.005
7.531,0.025,-0.014,1.004,1.005
7.541,0.032,-0.018,1.005,1.006
7.542,0.032,-0.018,1.005,1.006
7.545,0.031,-0.017,1.004,1.005
7.557,0.021,-0.013,1.005,1.005
7.565,0.009,-0.005,1.005,1.005
7.574,-0.005,0.007,1.006,1.006
7.586,-0.014,0.013,1.003,1.003
7.606,-0.013,0.013,1.004,1.005
7.607,-0.004,0.006,1.007,1.007
7.615,0.009,-0.004,1.006,1.006
7.642,0.022,-0.013,1.005,1.005
7.643,0.029,-0.018,1.006,1.007
7.645,0.029,-0.016,1.006,1.007
7.655,0.022,-0.011,1.006,1.007
7.665,0.007,-0.004,1.005,1.005
7.680,-0.006,0.006,1.005,1.005
7.691,-0.013,0.009,1.004,1.004
7.695,-0.012,0.010,1.005,1.005
7.725,-0.004,0.005,1.004,1.004
7.726,0.010,-0.003,1.004,1.004
7.727,0.023,-0.011,1.005,1.006
7.737,0.029,-0.016,1.006,1.007
7.745,0.028,-0.015,1.006,1.007
7.756,0.020,-0.011,1.006,1.007
7.765,0.009,-0.003,1.005,1.005
7.776,-0.004,0.006,1.006,1.006
7.790,-0.012,0.010,1.004,1.004
7.795,-0.011,0.010,1.005,1.006
7.807,-0.002,0.006,1.005,1.005
7.815,0.009,-0.005,1.004,1.004
7.848,0.020,-0.011,1.007,1.007
7.854,0.028,-0.016,1.007,1.007
7.855,0.027,-0.015,1.007,1.007
7.857,0.021,-0.012,1.005,1.005
7.870,0.010,-0.003,1.006,1.006
7.875,-0.002,0.005,1.006,1.006
7.887,-0.010,0.009,1.004,1.004
7.895,-0.012,0.011,1.005,1.006
7.907,-0.005,0.005,1.005,1.005
7.915,0.008,-0.003,1.006,1.006
7.940,0.019,-0.011,1.006,1.006
7.941,0.026,-0.016,1.006,1.006
7.947,0.027,-0.015,1.006,1.006
7.957,0.021,-0.010,1.005,1.005
7.965,0.012,-0.003,1.006,1.006
7.976,0.000,0.003,1.005,1.005
7.996,-0.009,0.006,1.006,1.006
7.996,-0.009,0.006,1.006,1.006
8.028,-0.009,0.008,1.005,1.005
8.030,-0.003,0.005,1.005,1.005
8.044,0.005,-0.002,1.007,1.007
8.044,0.018,-0.009,1.006,1.006
8.054,0.024,-0.015,1.005,1.005
8.056,0.026,-0.015,1.006,1.006
8.065,0.021,-0.009,1.007,1.007
8.075,0.011,-0.005,1.006,1.006
8.094,0.001,0.004,1.005,1.005
8.095,-0.007,0.009,1.006,1.006
8.106,-0.008,0.009,1.005,1.005
8.115,-0.004,0.004,1.006,1.006
8.144,0.005,-0.002,1.007,1.007
8.145,0.016,-0.010,1.005,1.005
8.146,0.024,-0.012,1.005,1.006
8.157,0.024,-0.013,1.005,1.006
8.167,0.020,-0.010,1.004,1.004
8.177,0.012,-0.006,1.004,1.004
8.190,0.000,0.001,1.005,1.005
8.195,-0.005,0.007,1.005,1.005
8.207,-0.008,0.007,1.006,1.006
8.215,-0.001,0.004,1.006,1.006
8.243,0.007,-0.002,1.004,1.004
8.245,0.015,-0.009,1.006,1.006
8.246,0.022,-0.013,1.007,1.007
8.257,0.023,-0.012,1.005,1.006
8.265,0.018,-0.010,1.006,1.007
8.276,0.010,-0.006,1.006,1.006
8.291,0.002,-0.000,1.003,1.003
8.295,-0.005,0.005,1.004,1.004
8.305,-0.007,0.008,1.005,1.005
8.316,-0.003,0.006,1.006,1.006
8.345,0.005,-0.002,1.006,1.006
8.346,0.014,-0.008,1.005,1.005
8.348,0.021,-0.013,1.004,1.005
8.356,0.024,-0.012,1.006,1.006
8.366,0.018,-0.010,1.004,1.004
8.379,0.012,-0.006,1.004,1.004
8.391,0.005,0.000,1.005,1.005
8.395,-0.005,0.006,1.005,1.005
8.408,-0.006,0.006,1.005,1.005
8.417,-0.001,0.004,1.005,1.005
8.442,0.006,-0.003,1.006,1.006
8.443,0.014,-0.005,1.007,1.007
8.446,0.020,-0.011,1.004,1.005
8.468,0.022,-0.010,1.007,1.007
8.469,0.022,-0.010,1.007,1.007
8.477,0.019,-0.009,1.007,1.007
8.494,0.012,-0.006,1.005,1.005
8.496,0.004,0.000,1.005,1.005
8.506,-0.002,0.006,1.006,1.006
8.516,-0.005,0.007,1.006,1.006
8.533,-0.002,0.003,1.006,1.006
8.540,0.005,-0.000,1.005,1.005
8.546,0.013,-0.007,1.005,1.005
8.556,0.020,-0.011,1.006,1.007
8.571,0.020,-0.013,1.006,1.006
8.576,0.018,-0.010,1.006,1.006
8.589,0.012,-0.006,1.005,1.005
8.596,0.003,-0.002,1.005,1.005
8.627,-0.003,0.003,1.005,1.005
8.632,-0.004,0.006,1.005,1.005
8.633,-0.001,0.003,1.004,1.004
8.643,0.004,-0.001,1.004,1.004
8.647,0.013,-0.005,1.004,1.004
8.657,0.018,-0.009,1.005,1.005
8.673,0.020,-0.009,1.005,1.006
8.676,0.019,-0.008,1.005,1.006
8.692,0.012,-0.004,1.006,1.006
8.696,0.005,-0.000,1.005,1.005
8.711,-0.001,0.003,1.004,1.004
8.744,-0.002,0.007,1.005,1.005
8.745,0.001,0.003,1.007,1.007
8.747,0.005,-0.002,1.004,1.004
8.748,0.010,-0.005,1.005,1.005
8.757,0.017,-0.008,1.006,1.007
8.769,0.020,-0.012,1.004,1.004
8.776,0.018,-0.009,1.005,1.005
8.787,0.012,-0.006,1.006,1.006
8.796,0.005,-0.001,1.006,1.006
8.806,0.001,0.002,1.007,1.007
8.836,-0.003,0.004,1.006,1.006
8.838,-0.001,0.003,1.007,1.007
8.838,0.006,-0.002,1.005,1.005
8.846,0.012,-0.006,1.006,1.006
8.861,0.016,-0.007,1.008,1.009
8.870,0.019,-0.010,1.007,1.007
8.876,0.017,-0.010,1.007,1.007
8.887,0.012,-0.006,1.006,1.006
8.896,0.007,-0.001,1.004,1.004
8.926,0.001,0.003,1.007,1.007
8.927,-0.001,0.003,1.007,1.007
8.945,-0.001,0.002,1.003,1.003
8.946,-0.001,0.002,1.003,1.003
8.959,0.005,0.000,1.005,1.005
8.959,0.012,-0.005,1.005,1.005
8.970,0.016,-0.009,1.006,1.007
8.976,0.019,-0.010,1.007,1.007
8.987,0.018,-0.008,1.006,1.006
8.996,0.013,-0.005,1.006,1.006
9.013,0.006,-0.002,1.004,1.004
9.022,0.002,0.003,1.006,1.006
9.036,-0.000,0.002,1.008,1.008
9.037,0.001,0.001,1.007,1.007
9.048,0.005,-0.001,1.005,1.005
9.060,0.011,-0.004,1.005,1.005
9.068,0.016,-0.008,1.004,1.004
9.081,0.018,-0.008,1.006,1.006
9.086,0.017,-0.008,1.004,1.004
9.096,0.011,-0.005,1.003,1.003
9.106,0.006,-0.001,1.004,1.004
9.132,0.002,0.002,1.006,1.006
9.133,-0.002,0.001,1.006,1.006
9.136,0.001,0.002,1.005,1.005
9.146,0.005,-0.000,1.003,1.003
9.157,0.011,-0.003,1.004,1.004
9.172,0.013,-0.007,1.005,1.006
9.176,0.018,-0.008,1.005,1.005
9.189,0.017,-0.009,1.005,1.005
9.196,0.014,-0.007,1.006,1.007
9.212,0.007,-0.002,1.004,1.004
9.226,0.004,0.002,1.006,1.006
9.227,0.002,0.001,1.006,1.006
9.236,0.000,0.003,1.005,1.005
9.252,0.004,-0.002,1.006,1.006
9.256,0.009,-0.005,1.004,1.004
9.267,0.013,-0.007,1.005,1.005
9.276,0.015,-0.009,1.005,1.006
9.286,0.015,-0.008,1.006,1.006
9.296,0.012,-0.006,1.005,1.005
9.316,0.007,-0.004,1.003,1.003
9.318,0.004,-0.001,1.005,1.005
9.326,0.001,0.000,1.006,1.006
9.339,0.001,-0.001,1.004,1.004
9.347,0.005,-0.001,1.004,1.004
9.357,0.010,-0.003,1.006,1.006
9.368,0.014,-0.005,1.005,1.005
9.377,0.015,-0.009,1.005,1.005
9.415,0.014,-0.008,1.004,1.004
9.417,0.014,-0.008,1.004,1.004
9.418,0.012,-0.006,1.006,1.006
9.419,0.008,-0.004,1.006,1.006
9.427,0.003,-0.000,1.006,1.006
9.437,0.001,0.002,1.005,1.005
9.451,0.001,0.001,1.005,1.005
9.457,0.006,0.001,1.006,1.006
9.467,0.011,-0.004,1.004,1.004
9.476,0.015,-0.006,1.005,1.005
9.489,0.017,-0.008,1.004,1.004
9.524,0.016,-0.008,1.004,1.004
9.526,0.013,-0.005,1.003,1.003
9.527,0.009,-0.003,1.004,1.004
9.528,0.002,0.000,1.005,1.005
9.539,0.000,-0.000,1.003,1.003
9.555,0.004,0.001,1.005,1.005
9.557,0.005,-0.001,1.005,1.005
9.572,0.008,-0.002,1.005,1.005
9.576,0.013,-0.005,1.006,1.006
9.589,0.015,-0.008,1.004,1.004
9.597,0.014,-0.008,1.005,1.006
9.607,0.013,-0.006,1.005,1.005
9.647,0.009,-0.005,1.004,1.004
9.648,0.005,-0.002,1.005,1.005
9.649,0.004,-0.001,1.004,1.004
9.650,0.003,-0.000,1.004,1.004
9.657,0.007,-0.001,1.003,1.003
9.669,0.010,-0.003,1.004,1.004
9.676,0.012,-0.005,1.004,1.004
9.687,0.015,-0.008,1.005,1.005
9.696,0.015,-0.009,1.007,1.007
9.717,0.011,-0.005,1.004,1.004
9.718,0.009,-0.003,1.005,1.005
9.729,0.005,-0.002,1.003,1.004
9.744,0.002,0.001,1.007,1.007
9.747,0.003,0.001,1.005,1.005
9.757,0.006,-0.003,1.005,1.005
9.769,0.009,-0.003,1.004,1.004
9.776,0.012,-0.005,1.006,1.006
9.788,0.013,-0.007,1.005,1.005
9.822,0.013,-0.008,1.005,1.005
9.823,0.011,-0.007,1.006,1.006
9.824,0.009,-0.004,1.005,1.005
9.827,0.005,-0.002,1.007,1.007
9.838,0.003,-0.000,1.005,1.005
9.855,0.003,-0.000,1.005,1.005
9.867,0.005,-0.002,1.004,1.004
9.876,0.007,-0.004,1.004,1.004
9.887,0.012,-0.006,1.004,1.004
9.899,0.014,-0.007,1.004,1.005
9.908,0.013,-0.005,1.004,1.004
9.923,0.012,-0.005,1.005,1.005
9.927,0.007,-0.002,1.005,1.005
9.966,0.006,-0.003,1.006,1.006
9.967,0.004,-0.001,1.005,1.005
9.968,0.004,-0.002,1.004,1.004
9.970,0.005,-0.002,1.005,1.005
9.977,0.009,-0.002,1.005,1.005
9.989,0.011,-0.005,1.004,1.004
10.004,0.014,-0.004,1.003,1.003
10.007,0.014,-0.008,1.004,1.004
10.019,0.011,-0.005,1.005,1.005
10.047,0.008,-0.003,1.003,1.003
10.066,0.005,-0.001,1.006,1.006
10.067,0.003,-0.001,1.006,1.006
10.068,0.004,-0.000,1.005,1.005
10.069,0.005,-0.002,1.005,1.005
10.100,0.008,-0.003,1.004,1.004
10.101,0.013,-0.004,1.005,1.005
10.102,0.011,-0.006,1.003,1.003
10.108,0.012,-0.006,1.005,1.005
10.119,0.013,-0.015,0.943,0.944
10.128,0.051,-0.006,1.097,1.098
10.142,-0.001,0.002,0.974,0.974
10.151,-0.043,0.006,1.002,1.003
10.158,-0.022,0.023,1.005,1.005
10.167,-0.001,0.021,1.003,1.003
10.177,0.017,-0.009,1.011,1.011
10.187,0.032,-0.023,1.006,1.007
10.200,0.047,-0.025,1.009,1.011
10.211,0.044,-0.024,1.004,1.005
10.228,0.030,-0.017,1.005,1.006
10.230,0.008,-0.004,1.005,1.005
10.252,-0.015,0.010,1.005,1.005
10.253,-0.029,0.020,1.004,1.005
10.311,-0.032,0.021,1.005,1.005
10.312,-0.016,0.013,1.007,1.007
10.313,0.006,-0.004,1.005,1.005
10.314,0.028,-0.014,1.005,1.005
10.315,0.043,-0.024,1.005,1.007
10.331,0.046,-0.026,1.005,1.007
10.332,0.032,-0.018,1.007,1.008
10.339,0.011,-0.005,1.005,1.005
10.340,0.011,-0.005,1.005,1.005
10.373,-0.011,0.010,1.004,1.004
10.374,-0.026,0.019,1.005,1.006
10.375,-0.029,0.020,1.005,1.005
10.380,-0.015,0.013,1.006,1.006
10.390,0.005,-0.002,1.005,1.005
10.398,0.026,-0.014,1.007,1.007
10.408,0.040,-0.023,1.006,1.007
10.417,0.041,-0.025,1.006,1.007
10.439,0.032,-0.018,1.006,1.007
10.440,0.013,-0.005,1.005,1.005
10.453,-0.009,0.006,1.004,1.004
10.457,-0.023,0.017,1.003,1.004
10.467,-0.027,0.018,1.005,1.006
10.480,-0.016,0.013,1.005,1.005
10.487,0.003,0.013,1.006,1.007
10.497,0.023,-0.013,1.006,1.006
10.508,0.038,-0.021,1.006,1.007
10.522,0.041,-0.023,1.006,1.007
10.539,0.032,-0.017,1.006,1.006
10.540,0.015,-0.006,1.004,1.004
10.549,-0.004,0.006,1.006,1.006
10.557,-0.018,0.015,1.005,1.005
10.570,-0.023,0.017,1.004,1.004
10.580,-0.016,0.012,1.005,1.005
10.587,0.000,0.001,1.004,1.004
10.597,0.020,-0.010,1.005,1.005
10.608,0.035,-0.020,1.004,1.005
10.636,0.040,-0.023,1.004,1.005
10.637,0.031,-0.017,1.004,1.005
10.638,0.015,-0.007,1.004,1.004
10.648,-0.003,0.003,1.004,1.004
10.659,-0.016,0.012,1.004,1.004
10.668,-0.021,0.018,1.005,1.005
10.680,-0.015,0.011,1.004,1.004
10.688,0.001,0.001,1.005,1.005
10.698,0.019,-0.010,1.007,1.007
10.708,0.033,-0.018,1.006,1.007
10.718,0.037,-0.021,1.008,1.009
10.750,0.031,-0.017,1.005,1.006
10.751,0.016,-0.009,1.005,1.005
10.752,-0.001,0.002,1.004,1.004
10.760,-0.014,0.012,1.005,1.005
10.774,-0.019,0.013,1.003,1.004
10.785,-0.014,0.011,1.004,1.004
10.789,-0.001,0.003,1.005,1.005
10.811,0.018,-0.009,1.005,1.005
10.812,0.018,-0.009,1.005,1.005
10.833,0.030,-0.017,1.004,1.005
10.834,0.036,-0.020,1.006,1.006
10.838,0.029,-0.016,1.006,1.006
10.857,0.015,-0.009,1.007,1.007
10.859,0.001,0.001,1.005,1.005
10.869,-0.012,0.010,1.004,1.004
10.881,-0.017,0.014,1.005,1.005
10.888,-0.012,0.011,1.004,1.004
10.898,-0.001,0.003,1.003,1.003
10.910,0.015,-0.007,1.006,1.006
10.918,0.028,-0.017,1.006,1.006
10.948,0.035,-0.018,1.006,1.006
10.950,0.029,-0.015,1.006,1.007
10.951,0.018,-0.009,1.006,1.006
10.961,0.002,0.001,1.003,1.003
10.975,-0.011,0.009,1.004,1.004
10.987,-0.016,0.012,1.004,1.004
10.989,-0.012,0.010,1.004,1.004
11.000,-0.003,0.005,1.004,1.004
11.008,0.014,-0.005,1.005,1.005
11.018,0.027,-0.015,1.006,1.007
11.048,0.032,-0.018,1.005,1.006
11.062,0.028,-0.015,1.006,1.007
11.062,0.017,-0.009,1.006,1.006
11.063,0.004,-0.000,1.005,1.005
11.068,-0.009,0.007,1.004,1.004
11.082,-0.014,0.010,1.003,1.003
11.088,-0.012,0.009,1.004,1.004
11.098,-0.001,0.003,1.003,1.003
11.116,0.012,-0.005,1.003,1.003
11.118,0.024,-0.013,1.003,1.003
11.132,0.032,-0.018,1.005,1.006
11.138,0.027,-0.017,1.004,1.004
11.173,0.018,-0.011,1.005,1.005
11.174,0.005,-0.004,1.006,1.006
11.175,-0.005,0.007,1.006,1.006
11.180,-0.012,0.011,1.006,1.006
11.188,-0.010,0.009,1.004,1.004
11.198,-0.002,0.004,1.005,1.005
11.210,0.011,-0.004,1.005,1.005
11.219,0.023,-0.011,1.007,1.007
11.250,0.028,-0.016,1.006,1.007
11.251,0.027,-0.014,1.005,1.005
11.252,0.018,-0.009,1.006,1.006
11.259,0.006,-0.002,1.006,1.006
11.279,-0.007,0.006,1.004,1.004
11.280,-0.007,0.006,1.004,1.004
11.291,-0.011,0.011,1.004,1.004
11.298,-0.011,0.009,1.003,1.004
11.315,-0.001,0.004,1.005,1.005
11.318,0.011,-0.004,1.004,1.004
11.329,0.021,-0.011,1.006,1.006
11.338,0.026,-0.016,1.005,1.005
11.367,0.026,-0.014,1.005,1.005
11.369,0.019,-0.010,1.004,1.004
11.369,0.007,-0.002,1.006,1.006
11.380,-0.005,0.005,1.005,1.005
11.393,-0.009,0.009,1.004,1.004
11.411,-0.008,0.008,1.004,1.004
11.412,0.000,0.003,1.003,1.003
11.418,0.011,-0.004,1.005,1.005
11.428,0.020,-0.010,1.005,1.006
11.438,0.026,-0.014,1.006,1.006
11.475,0.026,-0.013,1.007,1.007
11.476,0.019,-0.010,1.006,1.006
11.478,0.007,-0.003,1.005,1.005
11.479,-0.001,0.005,1.006,1.006
11.489,-0.009,0.008,1.005,1.005
11.499,-0.007,0.008,1.005,1.005
11.511,0.001,0.004,1.007,1.007
11.518,0.010,-0.003,1.005,1.005
11.529,0.020,-0.010,1.006,1.006
11.538,0.024,-0.012,1.006,1.007
11.554,0.025,-0.011,1.005,1.006
11.564,0.019,-0.011,1.005,1.005
11.574,0.007,-0.003,1.005,1.005
11.578,-0.002,0.002,1.005,1.005
11.589,-0.007,0.007,1.004,1.004
11.599,-0.007,0.009,1.004,1.004
11.614,-0.001,0.005,1.003,1.003
11.619,0.010,-0.003,1.004,1.005
11.630,0.018,-0.008,1.005,1.005
11.639,0.023,-0.014,1.006,1.006
11.666,0.024,-0.012,1.006,1.006
11.667,0.017,-0.010,1.006,1.006
11.669,0.010,-0.004,1.005,1.005
11.690,0.000,0.002,1.006,1.006
11.692,-0.006,0.005,1.007,1.007
11.699,-0.006,0.007,1.004,1.004
11.711,-0.002,0.003,1.004,1.004
11.719,0.007,-0.003,1.004,1.004
11.731,0.016,-0.010,1.005,1.006
11.768,0.023,-0.011,1.003,1.003
11.769,0.023,-0.011,1.003,1.003
11.770,0.023,-0.013,1.006,1.006
11.770,0.016,-0.009,1.005,1.005
11.783,0.008,-0.004,1.007,1.007
11.788,0.000,0.000,1.006,1.006
11.799,-0.006,0.006,1.005,1.005
11.816,-0.006,0.006,1.006,1.007
11.819,-0.000,0.004,1.005,1.005
11.831,0.008,-0.003,1.005,1.005
11.838,0.016,-0.008,1.007,1.007
11.856,0.021,-0.011,1.005,1.005
11.858,0.023,-0.013,1.004,1.004
11.869,0.020,-0.008,1.006,1.006
11.879,0.011,-0.004,1.006,1.006
11.894,0.001,0.001,1.006,1.006
11.898,-0.006,0.006,1.006,1.006
11.912,-0.006,0.007,1.005,1.005
11.919,-0.001,0.002,1.004,1.004
11.929,0.005,-0.003,1.005,1.005
11.939,0.015,-0.007,1.005,1.005
11.967,0.027,-0.015,1.004,1.005
11.970,0.092,-0.042,1.003,1.008
11.972,0.225,-0.074,1.018,1.045
11.992,0.109,-0.037,1.011,1.017
11.994,-0.168,0.020,0.963,0.978
11.999,-0.176,0.046,1.046,1.062
12.014,-0.089,0.100,0.989,0.998
12.019,-0.008,0.012,1.015,1.015
12.030,0.005,-0.000,0.994,0.994
12.054,-0.001,0.003,1.005,1.005
12.055,0.012,-0.003,1.008,1.008
12.097,0.033,-0.015,1.007,1.008
12.100,0.031,-0.020,1.007,1.008
12.101,0.037,-0.019,1.002,1.002
12.102,0.037,-0.020,1.006,1.007
12.103,0.028,-0.017,1.007,1.008
12.113,0.012,-0.005,1.004,1.004
12.119,-0.008,0.006,1.005,1.005
12.130,-0.020,0.016,1.003,1.004
12.163,-0.019,0.016,1.005,1.005
12.164,-0.006,0.005,1.006,1.006
12.165,0.012,-0.005,1.005,1.005
12.169,0.028,-0.014,1.005,1.006
12.180,0.032,-0.018,1.005,1.006
12.194,0.028,-0.016,1.004,1.004
12.200,0.021,-0.011,1.007,1.007
12.220,0.012,-0.005,1.007,1.007
12.220,0.012,-0.005,1.007,1.007
12.240,-0.001,0.003,1.005,1.005
12.241,-0.008,0.008,1.006,1.006
12.250,-0.010,0.010,1.005,1.005
12.262,-0.006,0.005,1.006,1.006
12.269,0.005,-0.002,1.006,1.006
12.279,0.017,-0.008,1.004,1.004
12.290,0.024,-0.015,1.005,1.005
12.299,0.025,-0.015,1.005,1.006
12.318,0.021,-0.013,1.007,1.007
12.319,0.011,-0.006,1.005,1.005
12.333,0.002,0.001,1.006,1.006
12.341,-0.007,0.007,1.005,1.005
12.374,-0.011,0.007,1.004,1.004
12.376,-0.004,0.006,1.004,1.004
12.377,0.006,-0.002,1.004,1.004
12.379,0.016,-0.008,1.003,1.004
12.399,0.022,-0.013,1.007,1.007
12.400,0.025,-0.014,1.008,1.008
